year,month,day,hour,minute,wind_dir,wind_speed,temp,dewpt,press,vis
2010,1,1,0,0,150,7,5,4,1001,10000
2010,1,1,1,0,120,5,5,4,1000,4000
2010,1,1,2,0,120,5,5,5,999,4000
2010,1,1,3,0,190,9,5,4,999,4000
2010,1,1,4,0,90,6,5,5,999,4000
2010,1,1,5,0,110,6,5,5,999,4000
2010,1,1,6,0,80,6,5,5,999,3000
2010,1,1,7,0,270,3,4,4,1002,3000
2010,1,1,8,0,340,4,4,4,1004,3000
2010,1,1,9,0,318,2,4,4,1006,600
2010,1,1,10,0,296,2,6,6,1008,10000
2010,1,1,11,0,274,2,7,7,1009,10000
2010,1,1,12,0,252,2,8,6,1010,10000
2010,1,1,13,0,230,6,9,7,1010,10000
2010,1,1,14,0,240,6,10,7,1011,10000
2010,1,1,15,0,260,6,8,6,1011,10000
2010,1,1,16,0,210,8,8,6,1012,10000
2010,1,1,17,0,220,5,8,6,1013,10000
2010,1,1,18,0,250,6,7,6,1014,10000
2010,1,1,19,0,210,4,7,6,1014,10000
2010,1,1,20,0,200,3,6,5,1014,10000
2010,1,1,21,0,210,4,7,6,1014,10000
2010,1,1,22,0,0,0,6,5,1015,10000
2010,1,1,23,0,160,4,6,6,1015,10000
2010,1,2,0,0,130,4,6,6,1015,5000
2010,1,2,1,0,110,4,6,6,1015,4000
2010,1,2,2,0,130,5,6,6,1015,4000
2010,1,2,3,0,140,6,6,6,1015,4000
2010,1,2,4,0,120,6,6,6,1015,10000
2010,1,2,5,0,140,6,7,6,1014,8000
2010,1,2,6,0,140,6,6,6,1014,10000
2010,1,2,7,0,130,6,7,6,1014,10000
2010,1,2,8,0,120,6,7,7,1014,10000
2010,1,2,9,0,120,6,7,7,1015,10000
2010,1,2,10,0,130,8,7,7,1015,10000
2010,1,2,11,0,130,8,8,7,1015,10000
2010,1,2,12,0,140,8,9,8,1014,10000
2010,1,2,13,0,140,10,9,8,1014,10000
2010,1,2,14,0,180,9,10,9,1013,7000
2010,1,2,15,0,180,12,10,9,1012,3500
2010,1,2,16,0,170,15,10,9,1012,6000
2010,1,2,17,0,170,13,10,9,1011,7000
2010,1,2,18,0,170,15,11,9,1011,10000
2010,1,2,19,0,180,14,11,10,1011,8000
2010,1,2,20,0,170,13,11,10,1010,7000
2010,1,2,21,0,180,13.5,11,10,1009.5,8500
2010,1,2,22,0,180,16,11,10,1009,7000
2010,1,2,23,0,180,17,11,10,1010,7000
2010,1,3,0,0,180,16,11,10,1009,6000
2010,1,3,1,0,190,13,11,11,1009,7000
2010,1,3,2,0,180,11,11,11,1008,5000
2010,1,3,3,0,170,15,11,10,1008,7000
2010,1,3,4,0,170,14,11,10,1008,6000
2010,1,3,5,0,170,9,11,11,1008,5000
2010,1,3,6,0,220,5,11,11,1008,5000
2010,1,3,7,0,250,3,11,11,1009,8000
2010,1,3,8,0,280,3,11,11,1009,9000
2010,1,3,9,0,240,3,10,10,1010,9000
2010,1,3,10,0,220,2,10,10,1011,9000
2010,1,3,11,0,200,4,11,10,1012,8000
2010,1,3,12,0,220,6,11,10,1012,8000
2010,1,3,13,0,190,5,12,10,1011,9000
2010,1,3,14,0,180,5,12,10,1011,10000
2010,1,3,15,0,220,6,12,9,1011,10000
2010,1,3,16,0,220,5,12,9,1012,10000
2010,1,3,17,0,210,5,10,9,1012,10000
2010,1,3,18,0,140,4,9,9,1012,10000
2010,1,3,19,0,170,5,10,9,1013,9000
2010,1,3,20,0,110,5,9,9,1013,9000
2010,1,3,21,0,160,4,8,7,1012,9000
2010,1,3,22,0,100,5,8,8,1012,9000
2010,1,3,23,0,90,5,7,7,1011,9000
2010,1,4,0,0,80,6,7,7,1011,10000
2010,1,4,1,0,70,4,7,6,1011,10000
2010,1,4,2,0,70,6,6,6,1010,10000
2010,1,4,3,0,80,7,7,6,1010,10000
2010,1,4,4,0,90,5,7,6,1009,10000
2010,1,4,5,0,80,6,7,6,1008,10000
2010,1,4,6,0,100,5,6,6,1007,10000
2010,1,4,7,0,90,6,6,5,1006,10000
2010,1,4,8,0,90,7,7,5,1005,10000
2010,1,4,9,0,90,5,6,5,1005,10000
2010,1,4,10,0,110,6,7,5,1005,10000
2010,1,4,11,0,90,5,8,5,1005,10000
2010,1,4,12,0,80,7,9,6,1004,10000
2010,1,4,13,0,60,5,9,6,1003,10000
2010,1,4,14,0,50,4,10,7,1002,10000
2010,1,4,15,0,80,4,11,7,1002,10000
2010,1,4,16,0,90,3,10,7,1002,10000
2010,1,4,17,0,50,5,10,7,1002,10000
2010,1,4,18,0,45,3,9,7,1002,10000
2010,1,4,19,0,40,3,9,7,1003,10000
2010,1,4,20,0,40,5,9,7,1003,10000
2010,1,4,21,0,40,7,8,6,1003,10000
2010,1,4,22,0,30,8,8,6,1004,10000
2010,1,4,23,0,30,9,8,6,1004,10000
2010,1,5,0,0,40,5,8,6,1004,10000
2010,1,5,1,0,20,9,8,7,1004,10000
2010,1,5,2,0,10,9,7,7,1004,10000
2010,1,5,3,0,10,9,7,6,1005,10000
2010,1,5,4,0,10,10,7,6,1005,10000
2010,1,5,5,0,20,12,7,6,1005,10000
2010,1,5,6,0,10,11,7,5,1005,10000
2010,1,5,7,0,10,11,6,5,1006,10000
2010,1,5,8,0,20,12,6,4,1006,10000
2010,1,5,9,0,20,12,5,3,1007,10000
2010,1,5,10,0,30,10,5,3,1008,10000
2010,1,5,11,0,20,8,5,3,1008,10000
2010,1,5,12,0,30,8,6,2,1008,10000
2010,1,5,13,0,30,7,6,2,1007,10000
2010,1,5,14,0,10,7,5,2,1007,10000
2010,1,5,15,0,10,7,5,2,1007,10000
2010,1,5,16,0,360,5,5,2,1008,10000
2010,1,5,17,0,30,6,4,1,1008,10000
2010,1,5,18,0,60,6,4,1,1008,10000
2010,1,5,19,0,350,3,3,1,1008,10000
2010,1,5,20,0,350,3,3,1,1008,10000
2010,1,5,21,0,60,2,3,1,1008,10000
2010,1,5,22,0,0,0,2,1,1008,10000
2010,1,5,23,0,0,0,1,0,1008,10000
2010,1,6,0,0,290,1,0,0,1008,10000
2010,1,6,1,0,150,3,0,-1,1007,10000
2010,1,6,2,0,0,0,0,-1,1007,10000
2010,1,6,3,0,45,2,1,-1,1007,10000
2010,1,6,4,0,90,6,0,0,1007,10000
2010,1,6,5,0,70,4,1,0,1007,10000
2010,1,6,6,0,130,5,1,0,1006,10000
2010,1,6,7,0,125,1,1,0,1007,10000
2010,1,6,8,0,120,4,1,1,1007,10000
2010,1,6,9,0,150,3,1,1,1007,10000
2010,1,6,10,0,130,4,2,1,1007,10000
2010,1,6,11,0,140,4,3,1,1007,10000
2010,1,6,12,0,150,3,4,0,1006,10000
2010,1,6,13,0,220,4,5,1,1006,10000
2010,1,6,14,0,250,3,5,3,1005,9000
2010,1,6,15,0,240,2,5,3,1005,10000
2010,1,6,16,0,230,2,5,3,1005,10000
2010,1,6,17,0,220,3,4,3,1005,10000
2010,1,6,18,0,210,1,4,3,1005,9000
2010,1,6,19,0,200,5,3,2.5,1005,9000
2010,1,6,20,0,70,4,3,2,1005,10000
2010,1,6,21,0,52.5,2,2,2,1005,10000
2010,1,6,22,0,35,1,2,1,1005,10000
2010,1,6,23,0,17.5,3,0.5,0.5,1005,5050
2010,1,7,0,0,0,0,0,0,1005,9000
2010,1,7,1,0,40,3.5,1,0,1005,9500
2010,1,7,2,0,310,4,-2,-2,1005,1000
2010,1,7,3,0,310,4,-1.5,-2,1005,8500
2010,1,7,4,0,10,6,0,-1,1005,10000
2010,1,7,5,0,40,6,1,0,1005,10000
2010,1,7,6,0,20,9,1,0,1005,10000
2010,1,7,7,0,40,6,1,0,1006,10000
2010,1,7,8,0,200,2,-2,-2,1006,10000
2010,1,7,9,0,360,5,0,-1,1007,10000
2010,1,7,10,0,10,9,2,0,1008,10000
2010,1,7,11,0,20,9,2,1,1009,10000
2010,1,7,12,0,20,10,4,2,1009,10000
2010,1,7,13,0,10,14,5,2,1009,10000
2010,1,7,14,0,20,15,2,2,1009,5000
2010,1,7,15,0,20,13.5,3,1.5,1009.5,10000
2010,1,7,16,0,20,14,3,1,1010,10000
2010,1,7,17,0,20,12,2,1,1011,8000
2010,1,7,18,0,40,12,0,0,1011,8000
2010,1,7,19,0,20,10,0,-1,1012,10000
2010,1,7,20,0,20,11,1,-2,1013,10000
2010,1,7,21,0,20,10,0,-3,1014,10000
2010,1,7,22,0,20,8,1,-3,1014,10000
2010,1,7,23,0,20,12,1,-2,1015,10000
2010,1,8,0,0,350,8,-1,-2,1015,10000
2010,1,8,1,0,360,6,-1,-2,1015,10000
2010,1,8,2,0,50,5,0,-1,1015,10000
2010,1,8,3,0,350,5,-1,-1,1015,10000
2010,1,8,4,0,10,6,0,0,1015,4000
2010,1,8,5,0,330,4,-2,-2,1015,10000
2010,1,8,6,0,320,3,-1,-1,1015,4000
2010,1,8,7,0,230,3,-2,-2,1016.5,450
2010,1,8,8,0,246.666666666667,2,-1,-1,1017,800
2010,1,8,9,0,263.333333333333,1,-2,-2,1017,2000
2010,1,8,10,0,280,1,1,1,1017,7000
2010,1,8,11,0,290,2,2,1,1018,8000
2010,1,8,12,0,150,2,3,2,1018,10000
2010,1,8,13,0,10,7,4,0,1017,10000
2010,1,8,14,0,360,7,5,0,1017,10000
2010,1,8,15,0,20,8,5,-1,1017,10000
2010,1,8,16,0,10,7,4,-1,1018,10000
2010,1,8,17,0,10,4,3,-1,1018,10000
2010,1,8,18,0,340,6,1,-1,1018,10000
2010,1,8,19,0,360,5,0,-1,1019,10000
2010,1,8,20,0,50,4,1,-1,1019,10000
2010,1,8,21,0,350,4,-1,-1,1020,10000
2010,1,8,22,0,340,3,-2,-2,1020,10000
2010,1,8,23,0,345,2,-2,-2,1020,10000
2010,1,9,0,0,350,4,-1,-1,1020,10000
2010,1,9,1,0,0,0,-2,-2,1020,10000
2010,1,9,2,0,0,2,-2,-2,1020,10000
2010,1,9,3,0,0,0,-1,-1,1020,10000
2010,1,9,4,0,0,0,-2,-2,1020,10000
2010,1,9,5,0,90,4,-2,-2,1019,800
2010,1,9,6,0,110,2,-2,-2,1019,10000
2010,1,9,7,0,80,3,-3,-3,1019,10000
2010,1,9,8,0,280,4,-2,-2,1019,1200
2010,1,9,9,0,195,1,-2,-2,1019,600
2010,1,9,10,0,110,5,-1,-1,1020,300
2010,1,9,11,0,140,4.5,-0.5,-0.5,1020,450
2010,1,9,12,0,120,3,0.25,0.25,1020,500
2010,1,9,13,0,172.5,1,1,1,1020,1500
2010,1,9,14,0,225,2,2,2,1019,7000
2010,1,9,15,0,277.5,1,4,2,1019,9000
2010,1,9,16,0,330,3,3,2,1018,10000
2010,1,9,17,0,340,5,2,1,1019,10000
2010,1,9,18,0,170,1,1,0,1019,6000
2010,1,9,19,0,0,0,0,0,1019,4000
2010,1,9,20,0,0,0,-1,-1,1018.5,800
2010,1,9,21,0,0,0,-2,-2,1018,4000
2010,1,9,22,0,110,3,-1,-1,1018,4000
2010,1,9,23,0,100,4,-1,-1,1018,7000
2010,1,10,0,0,120,3,-1,-1,1018,4000
2010,1,10,1,0,90,3,-1,-2,1017,6000
2010,1,10,2,0,80,5,-2,-2,1016,8000
2010,1,10,3,0,90,4,-2,-3,1016,10000
2010,1,10,4,0,80,5,-2,-3,1015,10000
2010,1,10,5,0,90,5,-2,-3,1014,10000
2010,1,10,6,0,100,5,-2,-3,1014,10000
2010,1,10,7,0,110,4,-2,-3,1013,10000
2010,1,10,8,0,90,5,-1,-3,1012,10000
2010,1,10,9,0,110,5,-1,-3,1012,10000
2010,1,10,10,0,100,6,0,-3,1012,10000
2010,1,10,11,0,100,9,0,-4,1011,10000
2010,1,10,12,0,100,8,1,-3,1010,10000
2010,1,10,13,0,110,9,2,-3,1009,10000
2010,1,10,14,0,130,15,2,-2,1008,5000
2010,1,10,15,0,120,8,0,0,1008,1500
2010,1,10,16,0,120,13,0,0,1007,1500
2010,1,10,17,0,130,12,0,0,1008,2000
2010,1,10,18,0,120,10,0,0,1008,4000
2010,1,10,19,0,105,7.5,0,0,1008,6500
2010,1,10,20,0,100,8,0,0,1008,10000
2010,1,10,21,0,110,6,0,0,1009,10000
2010,1,10,22,0,120,11,0,0,1008,8000
2010,1,10,23,0,110,8,1,1,1009,8000
2010,1,11,0,0,110,7,1,0,1010,10000
2010,1,11,1,0,110,8,1,0,1010,10000
2010,1,11,2,0,120,5,1,0,1010,10000
2010,1,11,3,0,110,6,1,0,1011,10000
2010,1,11,4,0,120,8,1,0,1011,10000
2010,1,11,5,0,120,4,1,0,1011,10000
2010,1,11,6,0,140,5,2,0,1012,10000
2010,1,11,7,0,120,5,1,0,1013,10000
2010,1,11,8,0,120,7,1,0,1014,10000
2010,1,11,9,0,110,7,1,0,1014,10000
2010,1,11,10,0,120,4,2,1,1015,10000
2010,1,11,11,0,120,6,5,2,1015,10000
2010,1,11,12,0,150,6,6,3,1015,10000
2010,1,11,13,0,150,4,6,4,1016,10000
2010,1,11,14,0,160,5,6,5,1015,10000
2010,1,11,15,0,190,6,8,5,1015,10000
2010,1,11,16,0,200,6,7,4,1016,10000
2010,1,11,17,0,180,9,7,4,1015,10000
2010,1,11,18,0,160,11,6,4,1015,10000
2010,1,11,19,0,140,7,6,4,1015,10000
2010,1,11,20,0,130,9,6,4,1014,10000
2010,1,11,21,0,130,9,6,4,1014,10000
2010,1,11,22,0,150,12,6,5,1013,10000
2010,1,11,23,0,140,10,7,5,1012,10000
2010,1,12,0,0,160,14,9,7,1010,10000
2010,1,12,1,0,130,10,8,7,1008,10000
2010,1,12,2,0,180,17,10,9,1007,8000
2010,1,12,3,0,180,17,10,10,1005,7000
2010,1,12,4,0,185,16.5,10.5,10,1004.5,6500
2010,1,12,5,0,180,19,11,11,1003,6000
2010,1,12,6,0,180,12,11,11,1001,6000
2010,1,12,7,0,240,19,11,11,1001,3500
2010,1,12,8,0,220,12,11,10,1001,8000
2010,1,12,9,0,180,10,10,9,1001,6000
2010,1,12,10,0,230,10,10,10,1002,9000
2010,1,12,11,0,260,10,10,9,1003,9000
2010,1,12,12,0,240,12,11,8,1003,9000
2010,1,12,13,0,240,13,9,7,1003,10000
2010,1,12,14,0,250,17,10,5,1003,10000
2010,1,12,15,0,250,11,10,6,1004,10000
2010,1,12,16,0,250,8,9,7,1005,9000
2010,1,12,17,0,260,10,8,5.5,1006.5,9000
2010,1,12,18,0,270,6,7,5,1007,10000
2010,1,12,19,0,220,5,6.5,5,1008.5,10000
2010,1,12,20,0,220,5,7,5,1009,10000
2010,1,12,21,0,210,6,8,6,1009,10000
2010,1,12,22,0,220,6,8,6.5,1009,9500
2010,1,12,23,0,200,6,8,7,1009,9000
2010,1,13,0,0,210,8,8,7,1009,8000
2010,1,13,1,0,230,7,8,7,1009,8000
2010,1,13,2,0,230,6,8,7,1009,8000
2010,1,13,3,0,260,6,8,7,1009,8000
2010,1,13,4,0,250,9,8,7,1009,8000
2010,1,13,5,0,270,6,7,7,1008,10000
2010,1,13,6,0,300,6,7,7,1008,4000
2010,1,13,7,0,180,4,8,8,1008,10000
2010,1,13,8,0,160,9,7,7,1007,700
2010,1,13,9,0,190,7,9,9,1007,8000
2010,1,13,10,0,200,9,10,9,1006,6000
2010,1,13,11,0,210,6,10,9,1006,6000
2010,1,13,12,0,210,8,10,10,1005,6000
2010,1,13,13,0,220,9,11,10,1003,8000
2010,1,13,14,0,240,10,9,8,1002,6000
2010,1,13,15,0,210,7,9,9,1001,6000
2010,1,13,16,0,180,9,9,8,999,7000
2010,1,13,17,0,140,8,9,8,997,10000
2010,1,13,18,0,120,7,9,8,995,8000
2010,1,13,19,0,130,12,9,8,993,8000
2010,1,13,20,0,150,8,9,9,991,4000
2010,1,13,21,0,220,13,12,11,990,3000
2010,1,13,22,0,220,14,12,11,989,4000
2010,1,13,23,0,220,14,12,11,989,3000
2010,1,14,0,0,220,11,11,11,988,3000
2010,1,14,1,0,220,11,11,11,988,3000
2010,1,14,2,0,290,31,10,9,989,4000
2010,1,14,3,0,320,27,7,7,996,4000
2010,1,14,4,0,310,16,7,6,1000,6000
2010,1,14,5,0,300,12,7,6,1003,4000
2010,1,14,6,0,290,11,7,6,1005,8000
2010,1,14,7,0,270,6,7,5,1007,10000
2010,1,14,8,0,260,6,7,6,1008,10000
2010,1,14,9,0,270,7,7,6,1009,10000
2010,1,14,10,0,260,7,8,6,1010,10000
2010,1,14,11,0,250,7,9,7,1012,10000
2010,1,14,12,0,270,8,9,7,1012,10000
2010,1,14,13,0,250,8,11,8,1012,10000
2010,1,14,14,0,250,6,10,7,1013,10000
2010,1,14,15,0,240,8,10,8,1014,10000
2010,1,14,16,0,240,7,10,7,1015,10000
2010,1,14,17,0,260,5,9,6,1016,10000
2010,1,14,18,0,240,4,8,7,1017,10000
2010,1,14,19,0,250,4,8,6,1018,10000
2010,1,14,20,0,200,4,7,6,1018,10000
2010,1,14,21,0,160,4,6,5,1019,10000
2010,1,14,22,0,150,5,5,5,1019,10000
2010,1,14,23,0,150,6,5,5,1019,10000
2010,1,15,0,0,190,5,6,6,1020,10000
2010,1,15,1,0,150,4,5,5,1019,10000
2010,1,15,2,0,140,7,5,5,1019,10000
2010,1,15,3,0,130,7,5,5,1019,10000
2010,1,15,4,0,140,8,5,5,1019,10000
2010,1,15,5,0,130,8,6,5,1019,10000
2010,1,15,6,0,120,8,5,5,1019,10000
2010,1,15,7,0,150,8,5,5,1019,10000
2010,1,15,8,0,130,7,6,4,1019,10000
2010,1,15,9,0,140,10,7,4,1018,10000
2010,1,15,10,0,140,11,7,4,1019,10000
2010,1,15,11,0,150,10,8,5,1019,10000
2010,1,15,12,0,150,9,8,7,1018,8000
2010,1,15,13,0,140,10,8,7,1017,10000
2010,1,15,14,0,170,7,9,9,1016,10000
2010,1,15,15,0,180,12,10,9,1016,6000
2010,1,15,16,0,190,11,10,9,1016,8000
2010,1,15,17,0,190,9.5,10,9,1016,10000
2010,1,15,18,0,180,13,10,9,1016,10000
2010,1,15,19,0,170,13,11,9,1015,10000
2010,1,15,20,0,180,11,11,10,1015,10000
2010,1,15,21,0,170,13,11,10,1015,10000
2010,1,15,22,0,190,17,12,11,1014,10000
2010,1,15,23,0,200,20,12,11,1015,10000
2010,1,16,0,0,200,14,12,11,1014,10000
2010,1,16,1,0,190,14,12,12,1013,10000
2010,1,16,2,0,190,18,12,12,1012,10000
2010,1,16,3,0,200,17,12,12,1012,10000
2010,1,16,4,0,210,13,13,13,1012,6000
2010,1,16,5,0,210,15,13,13,1012,6000
2010,1,16,6,0,220,17,13,13,1012,6000
2010,1,16,7,0,220,14,13,13,1012,6000
2010,1,16,8,0,250,13,12,11,1013,6000
2010,1,16,9,0,220,15,12,12,1014,10000
2010,1,16,10,0,220,11,12,11,1016,10000
2010,1,16,11,0,210,11,12,11,1017,10000
2010,1,16,12,0,220,7,13,11,1016,10000
2010,1,16,13,0,210,10,13,11,1016,10000
2010,1,16,14,0,220,11,13,11,1016,10000
2010,1,16,15,0,240,8,13,11,1017,10000
2010,1,16,16,0,220,6,13,11,1018,10000
2010,1,16,17,0,230,8,12,11,1018,10000
2010,1,16,18,0,250,6,12,11,1019,10000
2010,1,16,19,0,260,3,12,11,1019,9000
2010,1,16,20,0,240,3,11,11,1020,8000
2010,1,16,21,0,220,2,11,11,1020,6000
2010,1,16,22,0,200,1,11,10,1021,6000
2010,1,16,23,0,180,1,11,10,1021,6000
2010,1,17,0,0,160,1,10,10,1021,6000
2010,1,17,1,0,140,2,10,10,1021,3500
2010,1,17,2,0,0,0,10,10,1021,3000
2010,1,17,3,0,290,3,10,10,1022,2500
2010,1,17,4,0,350,3,9,9,1022,2500
2010,1,17,5,0,300,2,9,9,1022,3000
2010,1,17,6,0,150,2,9,9,1022,900
2010,1,17,7,0,0,0,9,9,1022,2500
2010,1,17,8,0,32.5,1,8,8,1023,5000
2010,1,17,9,0,65,1,9,9,1023,1500
2010,1,17,10,0,97.5,2,9.5,9.5,1023.5,2000
2010,1,17,11,0,130,3,10,10,1024,2500
2010,1,17,12,0,120,6,11,11,1023,6000
2010,1,17,13,0,110,6,11.5,10.5,1023,8000
2010,1,17,14,0,110,8,12,9,1022,10000
2010,1,17,15,0,120,7,12,9,1021,10000
2010,1,17,16,0,100,6,11,9,1021,10000
2010,1,17,17,0,100,6,11,9,1021,10000
2010,1,17,18,0,100,4,10,9,1021,10000
2010,1,17,19,0,100,5,10,9,1021,10000
2010,1,17,20,0,90,5.5,10,9,1021,10000
2010,1,17,21,0,120,6,10,9,1020,10000
2010,1,17,22,0,100,6,10,9,1020,3000
2010,1,17,23,0,100,7,10,10,1020,10000
2010,1,18,0,0,100,6,10,9,1020,10000
2010,1,18,1,0,100,8,10,9,1019,10000
2010,1,18,2,0,90,5,10,9,1018,10000
2010,1,18,3,0,100,5,10,9,1018,10000
2010,1,18,4,0,110,8,10,9,1017,10000
2010,1,18,5,0,120,8,11,9,1017,10000
2010,1,18,6,0,130,9,11,9,1016,10000
2010,1,18,7,0,130,10,11,9,1016,10000
2010,1,18,8,0,130,8,11,9,1017,10000
2010,1,18,9,0,130,6,11,9,1017,10000
2010,1,18,10,0,110,7,12,9,1017,10000
2010,1,18,11,0,130,8,13,10,1016,10000
2010,1,18,12,0,140,8,13,10,1016,10000
2010,1,18,13,0,130,8,14,11,1015,10000
2010,1,18,14,0,130,7,14,11,1015,10000
2010,1,18,15,0,135,7.5,12.5,10,1014.5,10000
2010,1,18,16,0,130,7,12,11,1015,5000
2010,1,18,17,0,130,8.5,11,11,1015,6000
2010,1,18,18,0,120,8,11,11,1015,4000
2010,1,18,19,0,130,8,11,11,1015,3000
2010,1,18,20,0,140,8,11,11,1015,3000
2010,1,18,21,0,150,9,11,11,1015,4000
2010,1,18,22,0,210,7,12,12,1015,6000
2010,1,18,23,0,180,8,12,12,1015,6000
2010,1,19,0,0,200,6,12,12,1015,4000
2010,1,19,1,0,190,8,12,12,1014,8000
2010,1,19,2,0,180,8,12,12,1014,4000
2010,1,19,3,0,200,7,12,12,1014,4000
2010,1,19,4,0,220,7,12,12,1014,4000
2010,1,19,5,0,210,11,12,11,1014,4000
2010,1,19,6,0,220,9,11,11,1014,3000
2010,1,19,7,0,200,8,11,11,1014,4000
2010,1,19,8,0,210,9,11,10,1014,4000
2010,1,19,9,0,190,9,11,10,1015,6000
2010,1,19,10,0,220,10,11,11,1015,8000
2010,1,19,11,0,260,10,11,10,1016,10000
2010,1,19,12,0,240,10,11,10,1017,4000
2010,1,19,13,0,230,9,11,9,1016,10000
2010,1,19,14,0,210,11,12,9,1016,10000
2010,1,19,15,0,220,13,12,9,1016,10000
2010,1,19,16,0,210,13,11,8,1016,10000
2010,1,19,17,0,210,9,11,8,1017,10000
2010,1,19,18,0,180,9,10,8,1016,10000
2010,1,19,19,0,190,13,10,8,1016,10000
2010,1,19,20,0,190,12,10,8,1016,10000
2010,1,19,21,0,190,13,10,9,1016,8000
2010,1,19,22,0,210,8,10,9,1016,8000
2010,1,19,23,0,280,5,8,8,1017,10000
2010,1,20,0,0,260,5,8,8,1018,10000
2010,1,20,1,0,250,5,8,8,1018,10000
2010,1,20,2,0,260,3,8,7,1018,10000
2010,1,20,3,0,210,4,7,7,1019,8000
2010,1,20,4,0,200,2,7,7,1019,8000
2010,1,20,5,0,190,5,7,6,1019,8000
2010,1,20,6,0,180,5,6,6,1019,10000
2010,1,20,7,0,200,5,7,6,1020,10000
2010,1,20,8,0,190,8,7,6,1020,10000
2010,1,20,9,0,190,8,8,7,1020,4000
2010,1,20,10,0,240,6,8,8,1021,6000
2010,1,20,11,0,240,3,9,9,1021,5000
2010,1,20,12,0,230,6,10,9,1021,10000
2010,1,20,13,0,260,6,12,8,1021,10000
2010,1,20,14,0,250,6,11,8,1021,10000
2010,1,20,15,0,250,6,11,8,1021,10000
2010,1,20,16,0,240,6,11,7,1022,10000
2010,1,20,17,0,210,6,10,8,1022,10000
2010,1,20,18,0,210,4,9,8,1022,10000
2010,1,20,19,0,210,5,9,8,1023,10000
2010,1,20,20,0,200,5,9,8,1023,10000
2010,1,20,21,0,210,4,9,8,1023,10000
2010,1,20,22,0,140,5,7,7,1022,10000
2010,1,20,23,0,170,2,7,7,1022,10000
2010,1,21,0,0,140,5,8,8,1022,10000
2010,1,21,1,0,140,6,8,8,1021,10000
2010,1,21,2,0,140,5,8,8,1021,10000
2010,1,21,3,0,190,7,9,9,1021,10000
2010,1,21,4,0,190,8,9,9,1021,10000
2010,1,21,5,0,180,9,9,8,1020,10000
2010,1,21,6,0,190,9,9,8,1020,10000
2010,1,21,7,0,180,6,9,8,1020,10000
2010,1,21,8,0,160,6,9,7,1021,10000
2010,1,21,9,0,170,7,9,8,1021,10000
2010,1,21,10,0,170,10,10,7,1021,10000
2010,1,21,11,0,190,10,10,7,1021,10000
2010,1,21,12,0,180,12,11,8,1021,10000
2010,1,21,13,0,190,9,11,8,1020,10000
2010,1,21,14,0,180,9,12,8,1019,10000
2010,1,21,15,0,180,10,12,8,1019,10000
2010,1,21,16,0,190,11,11,9,1019,10000
2010,1,21,17,0,170,8,10,9,1019,7000
2010,1,21,18,0,180,7,10,10,1019,6000
2010,1,21,19,0,170,11,10,10,1019,6000
2010,1,21,20,0,170,9,10,9,1019,10000
2010,1,21,21,0,170,9,10,9,1019,10000
2010,1,21,22,0,170,10,11,10,1019,10000
2010,1,21,23,0,170,10,11,10,1019,7000
2010,1,22,0,0,180,10,11,10,1019,10000
2010,1,22,1,0,180,10,11,10,1018,10000
2010,1,22,2,0,180,9,11,10,1018,10000
2010,1,22,3,0,180,9,12,10,1018,10000
2010,1,22,4,0,190,10,12,11,1018,10000
2010,1,22,5,0,180,12,12,10,1018,10000
2010,1,22,6,0,180,10,12,10,1018,10000
2010,1,22,7,0,180,9,12,10,1018,10000
2010,1,22,8,0,180,9,11,11,1018,6000
2010,1,22,9,0,180,8,11,11,1018,3000
2010,1,22,10,0,180,6,11,11,1018,4000
2010,1,22,11,0,150,8,11,11,1018,4000
2010,1,22,12,0,160,6,11,11,1018,4000
2010,1,22,13,0,150,6,11,11,1017,4000
2010,1,22,14,0,110,4,11,11,1017,2000
2010,1,22,15,0,130,5,11,11,1017,2000
2010,1,22,16,0,200,7,11,10,1017,3000
2010,1,22,17,0,100,1,11,10,1017,4000
2010,1,22,18,0,0,0,11,10,1017,4000
2010,1,22,19,0,10,4,10,10,1017,800
2010,1,22,20,0,5,2,9,9,1018,1400
2010,1,22,21,0,0,0,9,9,1018,800
2010,1,22,22,0,60,4,9,9,1017,1500
2010,1,22,23,0,30,1,9,9,1017,400
2010,1,23,0,0,0,0,9,9,1017,400
2010,1,23,1,0,25,1,9,9,1017,3000
2010,1,23,2,0,50,3,9,9,1016,3000
2010,1,23,3,0,80,4,9,9,1016,4000
2010,1,23,4,0,50,3.5,9,9,1016,6000
2010,1,23,5,0,0,0,9,8,1016,9000
2010,1,23,6,0,10,2,9,8,1015,10000
2010,1,23,7,0,20,4,8,8,1015,10000
2010,1,23,8,0,360,3,8,8,1015,9000
2010,1,23,9,0,60,3,8,8,1016,6000
2010,1,23,10,0,35,3,9,8.5,1016.5,5500
2010,1,23,11,0,10,5,9,9,1017,7000
2010,1,23,12,0,350,6,9,9,1017,6000
2010,1,23,13,0,350,9,9,9,1016,5000
2010,1,23,14,0,350,8,9,9,1016,6000
2010,1,23,15,0,10,8,10,9,1016,8000
2010,1,23,16,0,360,8,10,9,1016,10000
2010,1,23,17,0,360,9,9,9,1017,9000
2010,1,23,18,0,360,11,8,8,1018,7000
2010,1,23,19,0,360,10,8,8,1019,7000
2010,1,23,20,0,360,10,8,8,1019,7000
2010,1,23,21,0,360,10,8,8,1020,7000
2010,1,23,22,0,355,9.5,8,7.5,1020,9500
