year,month,day,hour,minute,msl,t2m,tp,u10,v10,vis
2010,1,6,2,0,100899.15079,3.62647,0.0,-1.63289,-0.42606,10000.0
2010,1,6,3,0,100908.5458,3.51649,0.0,-1.73037,0.10729,10000.0
2010,1,6,4,0,100874.40049,3.41834,0.0,-1.89141,0.89698,10000.0
2010,1,6,5,0,100847.42772,3.53389,0.0,-1.99197,1.0875,10000.0
2010,1,6,6,0,100780.85447,3.79074,0.0,-2.04195,0.95401,10000.0
2010,1,6,7,0,100824.39479,3.96406,0.0,-1.81798,0.81425,10000.0
2010,1,6,8,0,100801.66492,3.99955,0.00046,-1.89017,0.71209,10000.0
2010,1,6,9,0,100860.76257,4.24457,0.00091,-1.91547,0.69141,10000.0
2010,1,6,10,0,100837.02249,6.15804,0.0,-2.05429,1.08813,10000.0
2010,1,6,11,0,100868.54124,7.05457,0.0,-1.30897,1.06494,10000.0
2010,1,6,12,0,100799.13938,7.35318,0.0,-0.63584,1.08186,10000.0
2010,1,6,13,0,100714.28122,7.62464,0.0,0.14526,0.79795,10000.0
2010,1,6,14,0,100665.5888,7.86409,0.0,1.15033,0.2997,10000.0
2010,1,6,15,0,100625.48321,7.74993,0.00091,1.23918,-0.09828,10000.0
2010,1,6,16,0,100599.7227,7.67476,0.00091,0.97511,-0.56394,10000.0
2010,1,6,17,0,100596.79307,7.29958,0.00046,0.88935,-1.09667,10000.0
2010,1,6,18,0,100573.96219,7.25573,0.0,0.54877,-1.62564,9000.0
2010,1,6,19,0,100583.15515,6.44134,0.01187,0.07739,-2.36205,8000.0
2010,1,6,20,0,100573.45708,6.15178,0.02762,-0.82649,-3.13043,7000.0
2010,1,6,21,0,100579.31633,5.74667,0.01712,-1.75382,-3.51274,8000.0
2010,1,6,22,0,100571.63869,5.80235,0.00959,-2.60094,-3.64999,8000.0
2010,1,6,23,0,100576.79079,5.43553,0.00091,-2.92917,-3.48767,5000.0
2010,1,7,0,0,100525.77487,5.09655,0.00046,-3.05689,-3.40369,6000.0
2010,1,7,1,0,100506.37872,5.0346,0.0,-2.76876,-3.15801,6000.0
2010,1,7,2,0,100486.17439,4.2383,0.0,-2.42757,-3.28523,4000.0
2010,1,7,3,0,100528.7045,4.13877,0.0,-2.30602,-3.81796,10000.0
2010,1,7,4,0,100530.21982,3.86313,0.0,-2.54479,-4.29302,10000.0
2010,1,7,5,0,100562.95083,3.61672,0.0,-3.0791,-4.42903,10000.0
2010,1,7,6,0,100561.23346,3.61046,0.0,-3.39932,-4.4378,10000.0
2010,1,7,7,0,100649.02125,3.64178,0.0,-3.46965,-4.54623,10000.0
2010,1,7,8,0,100717.51391,3.40929,0.0,-3.43387,-4.63773,10000.0
2010,1,7,9,0,100784.89533,3.81927,0.0,-3.66154,-4.75681,10000.0
2010,1,7,10,0,100881.77507,5.18147,0.0,-3.37155,-4.78188,10000.0
2010,1,7,11,0,100930.36647,6.05502,0.0,-4.00396,-5.71384,10000.0
2010,1,7,12,0,100897.13036,6.81721,0.0,-4.00952,-6.46341,10000.0
2010,1,7,13,0,100853.38799,7.49239,0.01621,-3.6893,-7.02685,10000.0
2010,1,7,14,0,100861.97483,7.68311,0.02192,-3.47829,-7.71688,10000.0
2010,1,7,15,0,100894.60482,7.25573,0.0105,-3.89784,-8.14306,10000.0
2010,1,7,16,0,100974.31088,6.72742,0.0,-3.90093,-7.77956,10000.0
2010,1,7,17,0,101052.19855,5.80166,0.0,-4.1397,-7.5696,10000.0
2010,1,7,18,0,101171.80815,5.11882,0.0,-3.83923,-7.53388,10000.0
2010,1,7,19,0,101270.20321,4.71232,0.0,-3.85404,-7.50254,10000.0
2010,1,7,20,0,101387.48931,4.53831,0.0,-3.9725,-7.14405,10000.0
2010,1,7,21,0,101455.27482,4.22647,0.0,-3.77876,-6.7304,10000.0
2010,1,7,22,0,101480.83329,4.20072,0.00046,-3.54554,-6.49475,10000.0
2010,1,7,23,0,101534.98088,4.18888,0.00046,-2.90203,-6.18326,10000.0
2010,1,8,0,0,101628.5269,4.02879,0.0,-2.17028,-6.26662,10000.0
2010,1,8,1,0,101653.2772,3.96127,0.0,-2.327,-5.84608,10000.0
2010,1,8,2,0,101678.22954,3.57078,0.0,-2.20792,-5.01252,10000.0
2010,1,8,3,0,101686.31127,3.25686,0.0,-1.81675,-4.40646,10000.0
2010,1,8,4,0,101717.02185,2.97286,0.0,-1.29231,-4.42025,10000.0
2010,1,8,5,0,101699.04,2.83992,0.00046,-1.18743,-4.56377,10000.0
2010,1,8,6,0,101706.91968,2.7536,0.00046,-1.27689,-4.68536,10000.0
2010,1,8,7,0,101772.58374,2.81903,0.00091,-1.33057,-4.64024,10000.0
2010,1,8,8,0,101804.00146,2.57611,0.00046,-1.43545,-4.23035,10000.0
2010,1,8,9,0,101851.48163,3.10303,0.00091,-1.50394,-3.44442,10000.0
2010,1,8,10,0,101919.26713,4.45408,0.00046,-2.0802,-2.72994,10000.0
2010,1,8,11,0,101936.74388,5.29493,0.00046,-2.06293,-2.49492,10000.0
2010,1,8,12,0,101883.90957,5.91581,0.00046,-2.08205,-2.89227,10000.0
2010,1,8,13,0,101836.4294,6.48032,0.0153,-1.63289,-3.71517,10000.0
2010,1,8,14,0,101793.39419,6.97522,0.03858,-0.94187,-4.2736,10000.0
